no;id;enter;exit;event;birthdate;m.id;f.id;sex;civ;ses.50;birthplace;imr.birth;region
30;775000742;84.738;91.791;TRUE;1775.261641;NA;NA;female;married;unknown;parish;14.23357664;industry
31;775000746;84.547;88.095;TRUE;1775.453295;NA;NA;female;widow;unknown;parish;14.23357664;industry
32;775000783;84.12;86.608;TRUE;1775.880408;NA;NA;male;unmarried;farmer;remote;16.38297872;industry
33;776000673;83.531;86.419;TRUE;1776.469058;NA;NA;female;widow;unknown;parish;16.90544413;industry
34;776000772;83.071;85.124;TRUE;1776.929027;NA;NA;female;widow;unknown;parish;13.0859375;rural
35;776000786;83.257;85.746;FALSE;1776.742849;NA;NA;male;married;unknown;remote;25.3776435;rural
36;776000786;85.746;85.989;TRUE;1776.742849;NA;NA;male;widow;unknown;remote;25.3776435;rural
37;776000813;83.101;87.643;TRUE;1776.89891;NA;NA;female;married;unknown;region;11.97183099;industry
38;777000374;82.51;83.629;TRUE;1777.490298;NA;NA;female;unmarried;lower;parish;21.29527991;town
39;777000622;82.608;87.624;TRUE;1777.391733;NA;NA;female;widow;lower;region;16.90544413;rural
40;777000642;82.893;89.127;TRUE;1777.106991;NA;NA;female;unmarried;lower;parish;16.93548387;industry
41;777000695;82.51;86.499;TRUE;1777.490298;NA;NA;female;widow;unknown;region;13.0859375;rural
42;777000709;82.277;85.168;FALSE;1777.72302;NA;NA;female;married;unknown;parish;13.0859375;rural
43;777000709;85.168;92.673;TRUE;1777.72302;NA;NA;female;widow;unknown;parish;13.0859375;rural
44;777000737;82.203;83.454;TRUE;1777.796943;NA;NA;male;widow;lower;remote;20.41666667;industry
45;777000762;82.181;88.005;TRUE;1777.818846;NA;NA;female;widow;unknown;parish;14.23357664;industry
46;777000783;82.417;85.65;TRUE;1777.583386;NA;NA;male;married;lower;remote;6.103286385;rural
47;777000784;82.285;84.558;TRUE;1777.714806;NA;NA;female;widow;unknown;region;12.41830065;rural
48;777000807;82.838;87.695;TRUE;1777.161749;NA;NA;female;widow;unknown;parish;12.41830065;rural
49;778000400;81.513;81.828;FALSE;1778.486896;NA;NA;male;married;middle;region;16.93548387;town
50;778000400;82.003;82.044;FALSE;1778.486896;NA;NA;male;unmarried;middle;region;16.93548387;rural
51;778000400;82.044;91.588;TRUE;1778.486896;NA;NA;male;widow;middle;region;16.93548387;rural
52;778000709;81.636;84.697;TRUE;1778.36369;736000408;741000269;female;widow;farmer;parish;16.90544413;industry
53;778000723;81.16;81.65;FALSE;1778.840086;NA;NA;male;married;lower;region;17.7184466;rural
54;778000723;81.65;84.035;FALSE;1778.840086;NA;NA;male;married;lower;region;17.7184466;rural
55;778000723;84.035;84.338;TRUE;1778.840086;NA;NA;male;widow;lower;region;17.7184466;rural
56;778000800;81.839;84.73;TRUE;1778.161085;NA;NA;male;married;farmer;parish;13.0859375;rural
57;778000830;81.951;87.739;TRUE;1778.048831;NA;NA;female;widow;farmer;parish;16.93548387;industry
58;778000831;81.905;82.794;TRUE;1778.095375;NA;NA;male;widow;unknown;parish;16.93548387;industry
59;778000833;81.839;88.623;TRUE;1778.161085;NA;NA;female;widow;lower;parish;16.93548387;industry
60;778000840;81.283;81.792;TRUE;1778.71688;NA;NA;female;widow;unknown;parish;16.93548387;industry
61;778000846;81.943;83.432;FALSE;1778.057044;NA;NA;female;widow;unknown;parish;14.23357664;industry
62;778000846;83.432;86.882;TRUE;1778.057044;NA;NA;female;widow;unknown;parish;14.23357664;industry
63;778000881;81.165;84.653;FALSE;1778.83461;NA;NA;male;married;farmer;parish;12.7090301;rural
64;778000881;84.653;86.8;TRUE;1778.83461;NA;NA;male;married;farmer;parish;12.7090301;rural
65;778000882;81.009;86.135;TRUE;1778.990671;NA;NA;female;widow;lower;remote;8.323424495;rural
66;778000918;81.803;82.792;TRUE;1778.196678;NA;NA;female;married;lower;parish;12.41830065;rural
67;778000923;81.204;83.293;TRUE;1778.796279;NA;NA;female;widow;unknown;parish;12.41830065;rural
68;779000767;80.963;87.985;TRUE;1779.037215;745000339;756000392;male;married;farmer;parish;16.90544413;industry
69;779000769;80.878;92.533;TRUE;1779.12209;744000258;733000397;female;married;farmer;parish;16.90544413;industry
70;779000819;80.837;88.059;TRUE;1779.163159;NA;NA;male;widow;upper;parish;13.0859375;rural
71;779000869;80.448;82.937;FALSE;1779.551942;NA;NA;male;widow;lower;parish;13.0859375;rural
72;779000872;80.232;84.634;TRUE;1779.768236;NA;NA;male;married;lower;parish;13.0859375;rural
73;779000873;80.215;85.368;TRUE;1779.784664;NA;NA;male;married;farmer;parish;13.0859375;rural
74;779000878;80.073;89.053;TRUE;1779.927035;NA;NA;female;widow;unknown;parish;13.0859375;rural
75;779000900;80.473;90.819;TRUE;1779.5273;NA;NA;female;widow;unknown;remote;20.41666667;rural
76;779000921;80.407;81.896;FALSE;1779.59301;NA;NA;female;widow;lower;parish;16.93548387;industry
77;779000921;81.896;84.935;TRUE;1779.59301;NA;NA;female;widow;lower;parish;16.93548387;industry
78;779000933;82.356;87.473;TRUE;1777.64362;NA;NA;female;widow;farmer;parish;14.23357664;industry
79;779000934;80.481;99.969;TRUE;1779.519087;NA;NA;female;widow;unknown;parish;14.23357664;industry
80;779000946;80.955;82.028;FALSE;1779.045429;NA;NA;male;married;farmer;parish;12.7090301;rural
81;779000946;82.028;82.819;TRUE;1779.045429;NA;NA;male;widow;farmer;parish;12.7090301;rural
82;779000981;80.109;85.269;TRUE;1779.891442;NA;NA;female;widow;lower;region;12.7090301;rural
83;780000469;79.342;81.434;TRUE;1780.658056;NA;NA;female;widow;unknown;parish;12.7090301;rural
84;780000776;79.835;82.014;TRUE;1780.165233;758000452;748000295;female;widow;farmer;region;16.93548387;industry
85;780000891;79.731;89.001;TRUE;1780.269273;NA;NA;female;widow;unknown;region;19.92337165;rural
86;780000893;79.676;89.431;TRUE;1780.324031;NA;NA;female;widow;unknown;parish;13.0859375;rural
87;780000902;79.265;80.336;TRUE;1780.734717;NA;NA;male;widow;unknown;remote;14.21072366;rural
88;780000907;79.09;81.579;TRUE;1780.909943;NA;NA;female;unmarried;farmer;parish;17.7184466;industry
89;780000908;79.509;82.471;FALSE;1780.491044;NA;NA;male;married;lower;remote;15.69478908;rural
90;780000908;82.471;88.245;TRUE;1780.491044;NA;NA;male;widow;lower;remote;15.69478908;rural
91;780000955;79.769;81.258;FALSE;1780.230942;748000351;NA;male;married;farmer;parish;14.23357664;industry
92;780000955;81.258;87.717;TRUE;1780.230942;748000351;NA;male;married;farmer;parish;14.23357664;industry
93;780000963;79.293;85.409;TRUE;1780.707338;NA;NA;female;widow;unknown;parish;14.23357664;industry
94;780000966;79.183;86.236;FALSE;1780.816855;NA;NA;male;married;farmer;parish;14.23357664;industry
95;780000966;86.236;91.673;FALSE;1780.816855;NA;NA;male;widow;farmer;parish;14.23357664;industry
96;780000966;91.673;92.352;TRUE;1780.816855;NA;NA;male;widow;farmer;parish;14.23357664;industry
97;780000967;79.145;80.262;TRUE;1780.855185;NA;NA;male;married;unknown;parish;14.23357664;industry
98;780000968;79.106;83.304;TRUE;1780.893516;NA;NA;female;widow;unknown;remote;9.856915739;industry
99;780000975;79.509;80.998;FALSE;1780.491044;743000223;749000408;female;widow;lower;parish;14.23357664;industry
100;780000975;80.998;82.323;TRUE;1780.491044;743000223;749000408;female;widow;lower;parish;14.23357664;industry
101;780000976;79.509;85.746;FALSE;1780.491044;NA;NA;female;married;unknown;region;12.41830065;industry
102;780000976;85.746;89.228;TRUE;1780.491044;NA;NA;female;widow;unknown;region;12.41830065;industry
103;780000993;79.857;80.533;TRUE;1780.143329;NA;NA;female;widow;unknown;parish;12.7090301;rural
104;780000999;79.443;81.959;TRUE;1780.556753;744000336;748000374;male;married;farmer;region;12.41830065;rural
105;780001003;79.342;81.428;TRUE;1780.658056;NA;NA;female;widow;unknown;parish;12.7090301;rural
106;780001032;79.977;81.466;FALSE;1780.022862;NA;NA;female;widow;unknown;parish;12.41830065;rural
107;780001032;81.466;92.815;TRUE;1780.022862;NA;NA;female;widow;unknown;parish;12.41830065;rural
108;781000799;78.03;82.173;TRUE;1781.969513;NA;NA;male;unmarried;unknown;remote;23.47826087;rural
109;781000856;78.641;84.295;TRUE;1781.35896;NA;NA;female;widow;unknown;region;17.7184466;rural
110;781000859;78.43;94.748;TRUE;1781.569779;NA;NA;female;widow;unknown;parish;13.0859375;rural
111;781000862;78.184;78.674;TRUE;1781.816191;1004871;746000395;female;unmarried;lower;parish;13.0859375;rural
112;781000864;78.129;84.971;TRUE;1781.870949;NA;NA;female;widow;unknown;region;12.7090301;rural
113;781000870;78.994;80.484;FALSE;1781.00577;NA;NA;male;married;farmer;remote;23.53723404;rural
114;781000870;80.484;80.809;FALSE;1781.00577;NA;NA;male;married;farmer;remote;23.53723404;rural
115;781000870;80.809;90.482;FALSE;1781.00577;NA;NA;male;widow;farmer;remote;23.53723404;rural
116;781000870;90.482;94.748;TRUE;1781.00577;NA;NA;male;widow;farmer;remote;23.53723404;rural
117;781000905;78.51;79.243;TRUE;1781.49038;NA;NA;female;married;unknown;remote;12.1984838;rural
118;781000914;78.022;78.23;TRUE;1781.977727;NA;NA;male;widow;farmer;parish;16.93548387;industry
119;781000918;78.893;79.958;TRUE;1781.107073;NA;NA;male;married;lower;parish;14.23357664;industry
120;781000921;78.291;83.794;FALSE;1781.709412;NA;NA;female;married;unknown;parish;14.23357664;industry
121;781000921;83.794;89.486;TRUE;1781.709412;NA;NA;female;widow;unknown;parish;14.23357664;industry
122;781000922;78.154;82.6;TRUE;1781.846308;NA;NA;female;widow;unknown;parish;14.23357664;industry
123;781000925;78.058;87.342;TRUE;1781.942134;NA;NA;female;widow;unknown;parish;14.23357664;industry
124;781000927;78.041;89.53;TRUE;1781.958562;NA;NA;female;widow;unknown;parish;14.23357664;industry
125;781000953;78.096;80.122;TRUE;1781.903804;NA;NA;female;widow;unknown;parish;12.7090301;rural
126;781000959;78.835;83.325;FALSE;1781.164569;754000497;746000434;male;widow;farmer;parish;17.7184466;industry
127;781000959;84.325;84.96;TRUE;1781.164569;754000497;746000434;male;unmarried;farmer;parish;17.7184466;industry
128;781000988;78.389;79.878;FALSE;1781.610848;743000234;NA;female;unmarried;unknown;parish;12.41830065;rural
129;781000988;79.878;82.879;FALSE;1781.610848;743000234;NA;female;unmarried;unknown;parish;12.41830065;rural
130;781000988;82.879;90.507;TRUE;1781.610848;743000234;NA;female;unmarried;unknown;parish;12.41830065;rural
131;781000998;78.51;80.705;TRUE;1781.49038;NA;NA;female;widow;lower;remote;26.06161532;rural
132;782000463;77.779;81.267;FALSE;1782.221401;NA;NA;female;unmarried;lower;parish;12.7090301;rural
133;782000463;81.267;81.702;TRUE;1782.221401;NA;NA;female;unmarried;lower;parish;12.7090301;rural
134;782000466;77.724;82.778;TRUE;1782.276159;NA;NA;male;widow;farmer;region;14.23357664;rural
135;782000824;77.31;84.473;TRUE;1782.689583;740000329;740000331;female;widow;unknown;parish;16.90544413;industry
136;782000920;77.74;77.904;TRUE;1782.259732;NA;NA;female;married;unknown;parish;13.0859375;rural
137;782000922;77.658;80.147;FALSE;1782.341869;NA;NA;female;married;unknown;parish;13.0859375;rural
138;782000922;80.147;84.519;TRUE;1782.341869;NA;NA;female;married;unknown;parish;13.0859375;rural
139;782000929;77.362;80.333;FALSE;1782.637563;NA;NA;female;married;unknown;parish;13.0859375;rural
140;782000929;80.333;93.185;TRUE;1782.637563;NA;NA;female;widow;unknown;parish;13.0859375;rural
141;782000934;77.028;78.556;TRUE;1782.971587;NA;NA;female;widow;unknown;region;21.29527991;rural
142;782000950;77.562;84.755;TRUE;1782.437696;NA;NA;female;widow;unknown;region;19.92337165;rural
143;782000977;77.924;80.245;FALSE;1782.076292;753000472;NA;female;married;farmer;parish;16.93548387;industry
144;782000977;80.245;82.49;TRUE;1782.076292;753000472;NA;female;widow;farmer;parish;16.93548387;industry
145;782000979;77.798;80.286;TRUE;1782.202236;NA;NA;male;unmarried;lower;region;16.93548387;industry
146;782000984;77.716;81.179;TRUE;1782.284373;NA;NA;male;married;unknown;remote;13.09823678;industry
147;782000985;77.642;91.131;TRUE;1782.358296;NA;NA;female;married;unknown;parish;16.93548387;industry
148;782000988;77.447;81.937;TRUE;1782.552688;743000218;NA;male;married;farmer;parish;16.93548387;industry
149;782000989;77.346;84.399;FALSE;1782.65399;NA;NA;male;married;lower;region;12.41830065;industry
150;782000989;84.399;85.206;TRUE;1782.65399;NA;NA;male;widow;lower;region;12.41830065;industry
151;782000992;77.275;81.05;TRUE;1782.725176;NA;NA;male;widow;farmer;parish;16.93548387;industry
152;782001005;77.77;79.26;FALSE;1782.229615;NA;NA;male;married;farmer;parish;14.23357664;industry
153;782001005;79.26;83.761;TRUE;1782.229615;NA;NA;male;married;farmer;parish;14.23357664;industry
154;782001016;77.51;93.875;TRUE;1782.489716;NA;NA;male;widow;lower;region;21.29527991;industry
155;782001030;77.839;78.438;TRUE;1782.161167;NA;NA;male;widow;farmer;parish;12.7090301;rural
156;782001031;77.801;84.974;TRUE;1782.199498;NA;NA;female;widow;farmer;parish;12.7090301;rural
157;782001036;77.677;78.644;TRUE;1782.322703;NA;NA;female;unmarried;lower;remote;11.80274859;rural
158;782001048;77.026;78.099;TRUE;1782.974325;NA;NA;female;married;unknown;parish;12.7090301;rural
159;782001049;77.023;80.511;FALSE;1782.977063;NA;NA;female;married;farmer;parish;12.7090301;rural
160;782001049;80.511;87.709;TRUE;1782.977063;NA;NA;female;married;farmer;parish;12.7090301;rural
161;782001060;77.705;81.193;TRUE;1782.295324;753000504;740000364;male;unmarried;farmer;parish;17.7184466;industry
162;783000444;76.382;84.185;FALSE;1783.617733;NA;NA;female;married;lower;parish;12.7090301;rural
163;783000444;84.185;84.41;TRUE;1783.617733;NA;NA;female;widow;lower;parish;12.7090301;rural
164;783000448;76.273;83.966;TRUE;1783.72725;NA;NA;female;widow;unknown;parish;12.7090301;rural
165;783000449;76.259;79.23;TRUE;1783.740939;NA;NA;male;married;lower;parish;13.0859375;rural
166;783000721;76.971;78.129;TRUE;1783.029083;NA;NA;male;married;farmer;region;16.90544413;rural
167;783000722;76.87;77.086;TRUE;1783.130386;NA;NA;male;married;lower;region;16.90544413;rural
168;783000729;76.163;76.379;FALSE;1783.836766;NA;NA;female;married;lower;region;12.41830065;rural
169;783000729;76.379;79.651;FALSE;1783.836766;NA;NA;female;widow;lower;region;12.41830065;rural
170;783000729;79.651;89.653;FALSE;1783.836766;NA;NA;female;widow;lower;region;12.41830065;rural
171;783000729;89.653;92.44;TRUE;1783.836766;NA;NA;female;widow;lower;region;12.41830065;rural
172;783000730;76.144;78.159;TRUE;1783.855931;NA;NA;male;married;farmer;parish;12.7090301;rural
173;783000749;76.344;76.834;FALSE;1783.656064;NA;NA;female;unmarried;lower;region;19.92337165;industry
174;783000751;76.226;79.287;TRUE;1783.773794;NA;NA;female;widow;unknown;region;16.93548387;rural
175;783000780;76.579;86.764;TRUE;1783.420604;NA;NA;female;widow;unknown;remote;11.80274859;rural
176;783000821;76.681;81.554;TRUE;1783.319302;NA;NA;male;married;farmer;parish;13.0859375;rural
177;783000824;76.656;78.978;TRUE;1783.343943;NA;NA;male;married;middle;parish;13.0859375;rural
178;783000833;76.284;82.192;TRUE;1783.716298;NA;NA;female;widow;unknown;parish;13.0859375;rural
179;783000835;76.245;77.735;FALSE;1783.754629;NA;NA;female;widow;unknown;region;13.0859375;rural
180;783000835;77.735;80.234;TRUE;1783.754629;NA;NA;female;widow;unknown;region;13.0859375;rural
181;783000839;76.511;79;TRUE;1783.489052;NA;NA;female;married;unknown;remote;15.69478908;rural
182;783000858;76.286;78.381;TRUE;1783.71356;NA;NA;female;widow;unknown;region;18.14882033;rural
183;783000869;76.823;79.865;TRUE;1783.17693;747000357;752000429;female;widow;farmer;parish;16.93548387;industry
184;783000873;76.303;82.414;TRUE;1783.697133;759000519;755000513;female;married;unknown;parish;16.93548387;industry
185;783000874;76.251;80.544;TRUE;1783.749153;756000445;752000430;male;married;lower;parish;16.93548387;industry
186;783000884;76.889;94.072;TRUE;1783.111221;NA;NA;female;widow;unknown;parish;14.23357664;industry
187;783000895;76.462;83.476;TRUE;1783.538334;NA;NA;female;widow;unknown;parish;14.23357664;industry
188;783000896;76.314;77.907;TRUE;1783.686181;NA;NA;female;widow;unknown;parish;14.23357664;industry
189;783000917;76.344;87.161;TRUE;1783.656064;NA;NA;female;widow;farmer;parish;12.7090301;rural
190;783000920;76.275;80.629;TRUE;1783.724512;NA;NA;female;married;unknown;remote;8.588957055;rural
191;783000933;76.385;80.875;FALSE;1783.614996;NA;NA;male;widow;lower;parish;17.7184466;industry
192;783000933;81.874;82.389;TRUE;1783.614996;NA;NA;male;unmarried;lower;parish;17.7184466;industry
193;783000935;76.275;77.765;TRUE;1783.724512;NA;NA;female;unmarried;unknown;parish;17.7184466;industry
194;783000953;76.889;78.378;FALSE;1783.111221;748000375;751000460;female;widow;lower;parish;12.41830065;rural
195;783000953;78.378;78.66;TRUE;1783.111221;748000375;751000460;female;widow;lower;parish;12.41830065;rural
196;783000963;76.399;87.183;TRUE;1783.601306;NA;NA;female;widow;farmer;region;13.0859375;rural
197;784000435;75.84;80.33;FALSE;1784.159839;745000339;756000392;female;unmarried;unknown;region;16.90544413;industry
198;784000435;81.33;84.188;TRUE;1784.159839;745000339;756000392;female;unmarried;unknown;region;16.90544413;industry
199;784000448;75.408;79.898;FALSE;1784.592428;NA;NA;female;unmarried;unknown;remote;9.677419355;industry
200;784000448;80.897;88.593;TRUE;1784.592428;NA;NA;female;unmarried;unknown;remote;9.677419355;industry
201;784000451;75.353;87.832;TRUE;1784.647186;NA;NA;female;widow;lower;remote;23.47826087;town
202;784000454;75.257;76.845;TRUE;1784.743013;752000375;724000308;female;widow;lower;parish;16.90544413;industry
203;784000460;75.112;81.179;TRUE;1784.888122;NA;NA;female;widow;farmer;parish;13.0859375;rural
204;784000759;75.813;78.301;TRUE;1784.187218;NA;NA;male;widow;lower;region;16.90544413;industry
205;784000761;75.763;76.503;TRUE;1784.2365;NA;NA;male;unmarried;unknown;parish;16.90544413;industry
206;784000764;75.638;77.809;TRUE;1784.362444;NA;NA;male;widow;farmer;region;17.7184466;industry
207;784000768;75.547;79.703;TRUE;1784.452795;748000290;749000355;female;widow;farmer;parish;16.90544413;industry
208;784000771;75.492;83.038;TRUE;1784.507553;NA;NA;female;married;lower;remote;14.4200627;industry
209;784000873;75.999;78.488;FALSE;1784.00104;NA;NA;male;widow;unknown;region;17.7184466;rural
210;784000873;78.488;85.187;TRUE;1784.00104;NA;NA;male;widow;unknown;region;17.7184466;rural
211;784000874;75.958;77.447;FALSE;1784.042109;756000436;NA;male;widow;lower;region;13.0859375;rural
212;784000874;77.447;81.308;TRUE;1784.042109;756000436;NA;male;widow;lower;region;13.0859375;rural
213;784000876;75.884;84.766;TRUE;1784.116032;NA;NA;male;widow;farmer;parish;13.0859375;rural
214;784000891;75.156;75.832;TRUE;1784.844316;NA;NA;female;widow;unknown;parish;13.0859375;rural
215;784000895;75.054;75.095;FALSE;1784.945618;NA;NA;male;married;farmer;parish;13.0859375;rural
216;784000895;75.095;76.119;TRUE;1784.945618;NA;NA;male;widow;farmer;parish;13.0859375;rural
217;784000902;75.813;78.129;TRUE;1784.187218;NA;NA;female;married;unknown;region;21.29527991;rural
218;784000904;75.75;77.239;FALSE;1784.25019;NA;NA;male;married;lower;region;18.14882033;rural
219;784000904;77.239;80.987;TRUE;1784.25019;NA;NA;male;married;lower;region;18.14882033;rural
220;784000924;75.509;84.558;TRUE;1784.491126;NA;NA;female;widow;farmer;region;18.14882033;rural
221;784000927;75.309;79.78;TRUE;1784.690993;NA;NA;female;married;middle;parish;16.93548387;industry
222;784000935;75.178;78.126;TRUE;1784.822413;NA;NA;female;widow;unknown;remote;25.3776435;industry
223;784000936;75.178;81.288;FALSE;1784.822413;NA;NA;male;married;farmer;parish;16.93548387;industry
224;784000936;81.288;85.565;TRUE;1784.822413;NA;NA;male;widow;farmer;parish;16.93548387;industry
225;784000937;75.101;79.394;FALSE;1784.899074;NA;NA;female;married;lower;parish;16.93548387;industry
226;784000937;79.394;86.981;TRUE;1784.899074;NA;NA;female;widow;lower;parish;16.93548387;industry
227;784000948;75.342;86.389;TRUE;1784.658138;NA;NA;female;widow;unknown;parish;14.23357664;industry
228;784000950;75.194;76.905;TRUE;1784.805985;NA;NA;male;married;farmer;parish;14.23357664;industry
229;784000956;70.509;77.885;TRUE;1789.490544;NA;NA;female;married;lower;remote;23.47826087;industry
230;784000975;75.851;76.664;TRUE;1784.148887;NA;NA;female;widow;unknown;parish;12.7090301;rural
231;784000977;75.616;79.104;FALSE;1784.384347;NA;NA;male;married;farmer;remote;10.02710027;rural
232;784000977;79.104;83.854;TRUE;1784.384347;NA;NA;male;married;farmer;remote;10.02710027;rural
233;784000989;75.761;80.251;FALSE;1784.239238;760000537;761000592;female;widow;unknown;parish;17.7184466;industry
234;784000989;81.25;81.387;TRUE;1784.239238;760000537;761000592;female;unmarried;unknown;parish;17.7184466;industry
235;784000997;75.115;79.605;FALSE;1784.885384;753000505;759000557;female;unmarried;unknown;parish;17.7184466;industry
236;784000997;80.604;80.818;TRUE;1784.885384;753000505;759000557;female;unmarried;unknown;parish;17.7184466;industry
237;784001006;75.851;77.803;TRUE;1784.148887;NA;NA;male;married;lower;parish;12.41830065;rural
238;784001019;75.071;76.56;FALSE;1784.929191;756000484;740000374;female;widow;farmer;parish;12.41830065;rural
239;784001019;76.56;82.663;TRUE;1784.929191;756000484;740000374;female;widow;farmer;parish;12.41830065;rural
240;785000412;74.86;75.287;FALSE;1785.14001;746000189;736000213;female;married;unknown;region;21.29527991;industry
241;785000412;75.287;79.35;FALSE;1785.14001;746000189;736000213;female;widow;unknown;region;21.29527991;industry
242;785000412;80.349;81.844;TRUE;1785.14001;746000189;736000213;female;unmarried;unknown;region;21.29527991;industry
243;785000439;74.011;76.341;TRUE;1785.988761;NA;NA;female;widow;unknown;region;16.90544413;rural
244;785000704;74.868;79.136;TRUE;1785.131796;NA;NA;male;widow;lower;parish;11.97183099;rural
245;785000710;74.772;76.078;TRUE;1785.227623;6584;NA;female;widow;unknown;remote;20.41666667;industry
246;785000715;74.51;81.33;TRUE;1785.490462;NA;NA;male;married;lower;region;16.90544413;rural
247;785000729;64.16;80.234;TRUE;1795.83975;NA;NA;female;widow;unknown;region;12.7090301;industry
248;785000730;74.096;81.157;TRUE;1785.903886;NA;NA;male;married;upper;region;13.0859375;industry
249;785000761;74.041;80.259;TRUE;1785.958644;762000640;757000482;male;married;lower;region;18.14882033;rural
250;785000820;74.786;82.022;FALSE;1785.213933;NA;NA;male;married;lower;parish;13.0859375;rural
251;785000820;82.022;84.527;TRUE;1785.213933;NA;NA;male;widow;lower;parish;13.0859375;rural
252;785000822;74.737;76.226;FALSE;1785.263216;NA;NA;male;married;lower;region;13.0859375;rural
253;785000822;76.226;79.662;TRUE;1785.263216;NA;NA;male;married;lower;region;13.0859375;rural
254;785000832;74.266;79.112;TRUE;1785.734136;NA;NA;female;widow;unknown;remote;10.02710027;rural
255;785000834;74.222;83.753;TRUE;1785.777942;NA;NA;male;widow;unknown;remote;15.75091575;rural
256;785000835;74.219;82.041;TRUE;1785.78068;NA;NA;male;married;lower;region;17.7184466;rural
257;785000840;74.028;87.002;TRUE;1785.972333;NA;NA;female;unmarried;lower;parish;13.0859375;rural
258;785000881;74.51;76.998;TRUE;1785.490462;NA;NA;female;married;unknown;remote;15.6448203;rural
259;785000887;74.581;81.026;TRUE;1785.419276;759000519;755000513;female;widow;unknown;parish;16.93548387;industry
260;785000890;74.203;77.392;TRUE;1785.797107;760000482;757000433;male;widow;farmer;parish;16.93548387;industry
261;785000891;74.184;83.517;TRUE;1785.816273;NA;NA;female;married;farmer;parish;16.93548387;industry
262;785000901;74.934;77.009;TRUE;1785.066086;NA;NA;female;widow;unknown;parish;14.23357664;industry
263;785000902;74.934;81.921;TRUE;1785.066086;NA;NA;female;widow;unknown;parish;14.23357664;industry
264;785000904;74.901;76.39;FALSE;1785.098941;NA;NA;female;married;middle;parish;14.23357664;industry
265;785000904;76.39;79.071;TRUE;1785.098941;NA;NA;female;married;middle;parish;14.23357664;industry
266;785000906;74.646;79.235;TRUE;1785.353566;NA;NA;male;widow;lower;parish;14.23357664;industry
267;785000908;74.468;84.349;TRUE;1785.53153;NA;NA;male;married;lower;parish;14.23357664;industry
268;785000909;74.447;86.521;TRUE;1785.553434;NA;NA;female;widow;unknown;parish;14.23357664;industry
269;785000913;74.323;85.083;TRUE;1785.676639;NA;NA;female;widow;lower;parish;14.23357664;industry
